dataset,q_type,qid,question,concept_tags,student_id,answer_text,selected_option,is_correct,time_s,source,misconception_label,bloom_level,difficulty_label
SYNTH,mcq,1053,Q 1053,subset,s0924,Selected B,B,1,20,synth,,Remember,Hard
SYNTH,short_answer,1054,Q 1054,closure,s0397,Explains closure,,0,43,synth,miscon-closure,Apply,Easy
SYNTH,mcq,1055,Q 1055,parity,s1600,Selected D,D,1,17,synth,,Create,Hard
SYNTH,short_answer,1056,Q 1056,DFA,s1175,Explains DFA,,0,43,synth,miscon-DFA,Remember,Medium
SYNTH,mcq,1057,Q 1057,NFA,s1399,Selected B,B,1,32,synth,,Apply,Easy
SYNTH,short_answer,1058,Q 1058,regex,s1114,Explains regex,,1,33,synth,,Remember,Easy
SYNTH,mcq,1059,Q 1059,pumping,s0388,Selected D,D,0,40,synth,miscon-pumping,Analyze,Hard
SYNTH,short_answer,1060,Q 1060,equivalence,s1620,Explains equivalence,,1,28,synth,,Apply,Easy
SYNTH,mcq,1061,Q 1061,subset,s0493,Selected B,B,1,28,synth,,Apply,Hard
SYNTH,short_answer,1062,Q 1062,closure,s1287,Explains closure,,0,39,synth,miscon-closure,Apply,Hard
SYNTH,mcq,1063,Q 1063,parity,s0558,Selected D,D,0,41,synth,miscon-parity,Understand,Hard
SYNTH,short_answer,1064,Q 1064,DFA,s1969,Explains DFA,,1,25,synth,,Analyze,Medium
SYNTH,mcq,1065,Q 1065,NFA,s0070,Selected B,B,1,29,synth,,Remember,Hard
SYNTH,short_answer,1066,Q 1066,regex,s0861,Explains regex,,0,41,synth,miscon-regex,Understand,Medium
SYNTH,mcq,1067,Q 1067,pumping,s1901,Selected D,D,1,40,synth,,Evaluate,Medium
SYNTH,short_answer,1068,Q 1068,equivalence,s1460,Explains equivalence,,0,49,synth,miscon-equivalence,Create,Hard
SYNTH,mcq,1069,Q 1069,subset,s0687,Selected B,B,1,24,synth,,Create,Easy
SYNTH,short_answer,1070,Q 1070,closure,s0625,Explains closure,,0,39,synth,miscon-closure,Understand,Hard
SYNTH,mcq,1071,Q 1071,parity,s1956,Selected D,D,1,34,synth,,Apply,Medium
SYNTH,short_answer,1072,Q 1072,DFA,s0584,Explains DFA,,0,23,synth,miscon-DFA,Evaluate,Hard
SYNTH,mcq,1073,Q 1073,NFA,s0793,Selected B,B,1,35,synth,,Analyze,Hard
SYNTH,short_answer,1074,Q 1074,regex,s0675,Explains regex,,1,22,synth,,Apply,Easy
SYNTH,mcq,1075,Q 1075,pumping,s1711,Selected D,D,0,46,synth,miscon-pumping,Remember,Hard
SYNTH,short_answer,1076,Q 1076,equivalence,s1540,Explains equivalence,,0,47,synth,miscon-equivalence,Create,Medium
SYNTH,mcq,1077,Q 1077,subset,s1726,Selected B,B,1,26,synth,,Create,Hard
SYNTH,short_answer,1078,Q 1078,closure,s1985,Explains closure,,0,38,synth,miscon-closure,Apply,Medium
SYNTH,mcq,1079,Q 1079,parity,s0268,Selected D,D,1,39,synth,,Analyze,Medium
SYNTH,short_answer,1000,Q 1000,DFA,s0346,Explains DFA,,1,20,synth,,Evaluate,Easy
SYNTH,mcq,1001,Q 1001,NFA,s1981,Selected B,B,0,51,synth,miscon-NFA,Remember,Easy
SYNTH,short_answer,1002,Q 1002,regex,s0850,Explains regex,,0,47,synth,miscon-regex,Create,Hard
SYNTH,mcq,1003,Q 1003,pumping,s1771,Selected D,D,1,32,synth,,Remember,Hard
SYNTH,short_answer,1004,Q 1004,equivalence,s0916,Explains equivalence,,1,20,synth,,Understand,Medium
SYNTH,mcq,1005,Q 1005,subset,s0627,Selected B,B,1,21,synth,,Analyze,Hard
SYNTH,short_answer,1006,Q 1006,closure,s1357,Explains closure,,0,43,synth,miscon-closure,Apply,Hard
SYNTH,mcq,1007,Q 1007,parity,s1539,Selected D,D,1,29,synth,,Apply,Hard
SYNTH,short_answer,1008,Q 1008,DFA,s0378,Explains DFA,,1,31,synth,,Understand,Medium
SYNTH,mcq,1009,Q 1009,NFA,s1381,Selected B,B,1,30,synth,,Remember,Medium
SYNTH,short_answer,1010,Q 1010,regex,s1458,Explains regex,,1,31,synth,,Understand,Hard
SYNTH,mcq,1011,Q 1011,pumping,s0467,Selected D,D,1,45,synth,,Understand,Medium
SYNTH,short_answer,1012,Q 1012,equivalence,s0571,Explains equivalence,,1,16,synth,,Create,Hard
SYNTH,mcq,1013,Q 1013,subset,s1242,Selected B,B,1,30,synth,,Analyze,Hard
SYNTH,short_answer,1014,Q 1014,closure,s0187,Explains closure,,1,14,synth,,Create,Hard
SYNTH,mcq,1015,Q 1015,parity,s1746,Selected D,D,1,31,synth,,Remember,Easy
SYNTH,short_answer,1016,Q 1016,DFA,s0186,Explains DFA,,1,33,synth,,Analyze,Easy
SYNTH,mcq,1017,Q 1017,NFA,s0953,Selected B,B,1,32,synth,,Evaluate,Easy
SYNTH,short_answer,1018,Q 1018,regex,s0257,Explains regex,,0,39,synth,miscon-regex,Create,Hard
SYNTH,mcq,1019,Q 1019,pumping,s1276,Selected D,D,0,21,synth,miscon-pumping,Apply,Hard
SYNTH,short_answer,1020,Q 1020,equivalence,s1344,Explains equivalence,,0,50,synth,miscon-equivalence,Apply,Medium
SYNTH,mcq,1021,Q 1021,subset,s0830,Selected B,B,0,21,synth,miscon-subset,Remember,Hard
SYNTH,short_answer,1022,Q 1022,closure,s1513,Explains closure,,0,49,synth,miscon-closure,Understand,Easy
SYNTH,mcq,1023,Q 1023,parity,s1754,Selected D,D,1,34,synth,,Apply,Hard
SYNTH,short_answer,1024,Q 1024,DFA,s0618,Explains DFA,,1,29,synth,,Evaluate,Medium
SYNTH,mcq,1025,Q 1025,NFA,s0185,Selected B,B,1,33,synth,,Create,Medium
SYNTH,short_answer,1026,Q 1026,regex,s0356,Explains regex,,0,42,synth,miscon-regex,Create,Hard
SYNTH,mcq,1027,Q 1027,pumping,s1825,Selected D,D,1,18,synth,,Create,Easy
SYNTH,short_answer,1028,Q 1028,equivalence,s0642,Explains equivalence,,0,28,synth,miscon-equivalence,Create,Medium
SYNTH,mcq,1029,Q 1029,subset,s1585,Selected B,B,1,44,synth,,Understand,Hard
SYNTH,short_answer,1030,Q 1030,closure,s0414,Explains closure,,1,29,synth,,Create,Easy
SYNTH,mcq,1031,Q 1031,parity,s0990,Selected D,D,1,13,synth,,Understand,Hard
SYNTH,short_answer,1032,Q 1032,DFA,s1096,Explains DFA,,0,31,synth,miscon-DFA,Analyze,Hard
SYNTH,mcq,1033,Q 1033,NFA,s0736,Selected B,B,1,37,synth,,Analyze,Hard
SYNTH,short_answer,1034,Q 1034,regex,s1008,Explains regex,,1,19,synth,,Evaluate,Hard
SYNTH,mcq,1035,Q 1035,pumping,s0256,Selected D,D,1,33,synth,,Create,Easy
SYNTH,short_answer,1036,Q 1036,equivalence,s0099,Explains equivalence,,1,30,synth,,Understand,Medium
SYNTH,mcq,1037,Q 1037,subset,s1814,Selected B,B,0,40,synth,miscon-subset,Apply,Medium
SYNTH,short_answer,1038,Q 1038,closure,s0561,Explains closure,,1,29,synth,,Create,Medium
SYNTH,mcq,1039,Q 1039,parity,s1947,Selected D,D,1,31,synth,,Create,Medium
SYNTH,short_answer,1040,Q 1040,DFA,s0197,Explains DFA,,1,22,synth,,Remember,Medium
SYNTH,mcq,1041,Q 1041,NFA,s1061,Selected B,B,1,38,synth,,Evaluate,Easy
SYNTH,short_answer,1042,Q 1042,regex,s1810,Explains regex,,0,54,synth,miscon-regex,Create,Hard
SYNTH,mcq,1043,Q 1043,pumping,s0133,Selected D,D,1,13,synth,,Evaluate,Medium
SYNTH,short_answer,1044,Q 1044,equivalence,s1966,Explains equivalence,,0,33,synth,miscon-equivalence,Remember,Hard
SYNTH,mcq,1045,Q 1045,subset,s1823,Selected B,B,0,35,synth,miscon-subset,Evaluate,Hard
SYNTH,short_answer,1046,Q 1046,closure,s0569,Explains closure,,1,31,synth,,Remember,Hard
SYNTH,mcq,1047,Q 1047,parity,s1917,Selected D,D,1,35,synth,,Remember,Medium
SYNTH,short_answer,1048,Q 1048,DFA,s1491,Explains DFA,,1,37,synth,,Evaluate,Easy
SYNTH,mcq,1049,Q 1049,NFA,s0238,Selected B,B,0,49,synth,miscon-NFA,Analyze,Easy
SYNTH,short_answer,1050,Q 1050,regex,s0156,Explains regex,,1,28,synth,,Apply,Medium
SYNTH,mcq,1051,Q 1051,pumping,s0528,Selected D,D,1,32,synth,,Apply,Medium
SYNTH,short_answer,1052,Q 1052,equivalence,s1460,Explains equivalence,,0,35,synth,miscon-equivalence,Create,Easy
SYNTH,mcq,1053,Q 1053,subset,s1983,Selected B,B,0,52,synth,miscon-subset,Remember,Hard
SYNTH,short_answer,1054,Q 1054,closure,s1754,Explains closure,,1,32,synth,,Evaluate,Easy
SYNTH,mcq,1055,Q 1055,parity,s0124,Selected D,D,1,25,synth,,Evaluate,Medium
SYNTH,short_answer,1056,Q 1056,DFA,s0744,Explains DFA,,0,36,synth,miscon-DFA,Apply,Easy
SYNTH,mcq,1057,Q 1057,NFA,s1499,Selected B,B,0,46,synth,miscon-NFA,Apply,Medium
SYNTH,short_answer,1058,Q 1058,regex,s0436,Explains regex,,1,35,synth,,Create,Hard
SYNTH,mcq,1059,Q 1059,pumping,s1058,Selected D,D,0,40,synth,miscon-pumping,Evaluate,Hard
SYNTH,short_answer,1060,Q 1060,equivalence,s1568,Explains equivalence,,1,25,synth,,Apply,Hard
SYNTH,mcq,1061,Q 1061,subset,s0379,Selected B,B,1,25,synth,,Understand,Medium
SYNTH,short_answer,1062,Q 1062,closure,s1478,Explains closure,,0,39,synth,miscon-closure,Create,Medium
SYNTH,mcq,1063,Q 1063,parity,s1988,Selected D,D,0,36,synth,miscon-parity,Apply,Hard
SYNTH,short_answer,1064,Q 1064,DFA,s1382,Explains DFA,,1,36,synth,,Create,Medium
SYNTH,mcq,1065,Q 1065,NFA,s0939,Selected B,B,1,24,synth,,Remember,Easy
SYNTH,short_answer,1066,Q 1066,regex,s0961,Explains regex,,1,32,synth,,Evaluate,Hard
SYNTH,mcq,1067,Q 1067,pumping,s1818,Selected D,D,1,5,synth,,Remember,Hard
SYNTH,short_answer,1068,Q 1068,equivalence,s0302,Explains equivalence,,1,9,synth,,Apply,Easy
SYNTH,mcq,1069,Q 1069,subset,s0354,Selected B,B,1,48,synth,,Apply,Easy
SYNTH,short_answer,1070,Q 1070,closure,s0322,Explains closure,,0,32,synth,miscon-closure,Remember,Hard
SYNTH,mcq,1071,Q 1071,parity,s1490,Selected D,D,1,33,synth,,Evaluate,Easy
SYNTH,short_answer,1072,Q 1072,DFA,s1128,Explains DFA,,0,39,synth,miscon-DFA,Understand,Easy
SYNTH,mcq,1073,Q 1073,NFA,s0832,Selected B,B,1,25,synth,,Analyze,Hard
SYNTH,short_answer,1074,Q 1074,regex,s1990,Explains regex,,1,30,synth,,Evaluate,Easy
SYNTH,mcq,1075,Q 1075,pumping,s1259,Selected D,D,0,39,synth,miscon-pumping,Analyze,Hard
SYNTH,short_answer,1076,Q 1076,equivalence,s0832,Explains equivalence,,1,18,synth,,Analyze,Hard
SYNTH,mcq,1077,Q 1077,subset,s0040,Selected B,B,0,44,synth,miscon-subset,Understand,Hard
SYNTH,short_answer,1078,Q 1078,closure,s0882,Explains closure,,0,53,synth,miscon-closure,Apply,Hard
SYNTH,mcq,1079,Q 1079,parity,s1728,Selected D,D,1,33,synth,,Understand,Hard
SYNTH,short_answer,1000,Q 1000,DFA,s0441,Explains DFA,,1,37,synth,,Evaluate,Hard
SYNTH,mcq,1001,Q 1001,NFA,s0740,Selected B,B,0,44,synth,miscon-NFA,Analyze,Easy
SYNTH,short_answer,1002,Q 1002,regex,s0840,Explains regex,,0,44,synth,miscon-regex,Apply,Medium
SYNTH,mcq,1003,Q 1003,pumping,s1553,Selected D,D,0,44,synth,miscon-pumping,Create,Hard
SYNTH,short_answer,1004,Q 1004,equivalence,s0274,Explains equivalence,,1,44,synth,,Remember,Hard
SYNTH,mcq,1005,Q 1005,subset,s0003,Selected B,B,1,14,synth,,Remember,Easy
SYNTH,short_answer,1006,Q 1006,closure,s1399,Explains closure,,0,34,synth,miscon-closure,Create,Medium
SYNTH,mcq,1007,Q 1007,parity,s0020,Selected D,D,0,30,synth,miscon-parity,Create,Hard
SYNTH,short_answer,1008,Q 1008,DFA,s1727,Explains DFA,,0,36,synth,miscon-DFA,Remember,Medium
SYNTH,mcq,1009,Q 1009,NFA,s0096,Selected B,B,1,35,synth,,Understand,Medium
SYNTH,short_answer,1010,Q 1010,regex,s1066,Explains regex,,1,28,synth,,Remember,Hard
SYNTH,mcq,1011,Q 1011,pumping,s1294,Selected D,D,1,24,synth,,Evaluate,Hard
SYNTH,short_answer,1012,Q 1012,equivalence,s0854,Explains equivalence,,1,27,synth,,Create,Hard
SYNTH,mcq,1013,Q 1013,subset,s1565,Selected B,B,0,48,synth,miscon-subset,Analyze,Hard
SYNTH,short_answer,1014,Q 1014,closure,s0461,Explains closure,,0,40,synth,miscon-closure,Understand,Easy
SYNTH,mcq,1015,Q 1015,parity,s1022,Selected D,D,0,28,synth,miscon-parity,Create,Easy
SYNTH,short_answer,1016,Q 1016,DFA,s1169,Explains DFA,,0,42,synth,miscon-DFA,Evaluate,Easy
SYNTH,mcq,1017,Q 1017,NFA,s0560,Selected B,B,1,36,synth,,Evaluate,Medium
SYNTH,short_answer,1018,Q 1018,regex,s1217,Explains regex,,1,32,synth,,Understand,Hard
SYNTH,mcq,1019,Q 1019,pumping,s1424,Selected D,D,0,44,synth,miscon-pumping,Create,Medium
SYNTH,short_answer,1020,Q 1020,equivalence,s1008,Explains equivalence,,0,40,synth,miscon-equivalence,Create,Medium
SYNTH,mcq,1021,Q 1021,subset,s1108,Selected B,B,0,32,synth,miscon-subset,Analyze,Medium
SYNTH,short_answer,1022,Q 1022,closure,s1913,Explains closure,,1,30,synth,,Create,Easy
SYNTH,mcq,1023,Q 1023,parity,s1261,Selected D,D,1,20,synth,,Analyze,Medium
SYNTH,short_answer,1024,Q 1024,DFA,s0122,Explains DFA,,1,36,synth,,Analyze,Medium
SYNTH,mcq,1025,Q 1025,NFA,s1379,Selected B,B,1,32,synth,,Apply,Medium
SYNTH,short_answer,1026,Q 1026,regex,s0809,Explains regex,,0,45,synth,miscon-regex,Apply,Medium
SYNTH,mcq,1027,Q 1027,pumping,s0273,Selected D,D,1,45,synth,,Analyze,Medium
SYNTH,short_answer,1028,Q 1028,equivalence,s0810,Explains equivalence,,1,34,synth,,Apply,Hard
SYNTH,mcq,1029,Q 1029,subset,s0566,Selected B,B,0,38,synth,miscon-subset,Remember,Hard
SYNTH,short_answer,1030,Q 1030,closure,s1045,Explains closure,,0,46,synth,miscon-closure,Understand,Hard
SYNTH,mcq,1031,Q 1031,parity,s0211,Selected D,D,0,52,synth,miscon-parity,Analyze,Hard
SYNTH,short_answer,1032,Q 1032,DFA,s0556,Explains DFA,,1,23,synth,,Analyze,Medium
SYNTH,mcq,1033,Q 1033,NFA,s1183,Selected B,B,0,53,synth,miscon-NFA,Apply,Easy
SYNTH,short_answer,1034,Q 1034,regex,s1760,Explains regex,,0,35,synth,miscon-regex,Remember,Easy
SYNTH,mcq,1035,Q 1035,pumping,s0630,Selected D,D,0,35,synth,miscon-pumping,Apply,Easy
SYNTH,short_answer,1036,Q 1036,equivalence,s1546,Explains equivalence,,0,52,synth,miscon-equivalence,Understand,Easy
SYNTH,mcq,1037,Q 1037,subset,s0381,Selected B,B,0,42,synth,miscon-subset,Analyze,Easy
SYNTH,short_answer,1038,Q 1038,closure,s0814,Explains closure,,1,40,synth,,Evaluate,Easy
SYNTH,mcq,1039,Q 1039,parity,s0120,Selected D,D,0,41,synth,miscon-parity,Understand,Easy
SYNTH,short_answer,1040,Q 1040,DFA,s1731,Explains DFA,,1,28,synth,,Create,Medium
SYNTH,mcq,1041,Q 1041,NFA,s1359,Selected B,B,0,37,synth,miscon-NFA,Apply,Medium
SYNTH,short_answer,1042,Q 1042,regex,s0352,Explains regex,,1,28,synth,,Apply,Medium
SYNTH,mcq,1043,Q 1043,pumping,s0457,Selected D,D,1,29,synth,,Understand,Easy
SYNTH,short_answer,1044,Q 1044,equivalence,s1253,Explains equivalence,,0,52,synth,miscon-equivalence,Create,Easy
SYNTH,mcq,1045,Q 1045,subset,s0946,Selected B,B,1,44,synth,,Apply,Easy
SYNTH,short_answer,1046,Q 1046,closure,s1501,Explains closure,,1,26,synth,,Analyze,Easy
SYNTH,mcq,1047,Q 1047,parity,s0687,Selected D,D,0,43,synth,miscon-parity,Remember,Medium
SYNTH,short_answer,1048,Q 1048,DFA,s1055,Explains DFA,,1,29,synth,,Apply,Easy
SYNTH,mcq,1049,Q 1049,NFA,s1326,Selected B,B,0,29,synth,miscon-NFA,Understand,Medium
SYNTH,short_answer,1050,Q 1050,regex,s0953,Explains regex,,1,37,synth,,Analyze,Hard
SYNTH,mcq,1051,Q 1051,pumping,s0981,Selected D,D,1,44,synth,,Apply,Easy
SYNTH,short_answer,1052,Q 1052,equivalence,s0257,Explains equivalence,,1,27,synth,,Apply,Hard
SYNTH,mcq,1053,Q 1053,subset,s1143,Selected B,B,1,22,synth,,Understand,Medium
SYNTH,short_answer,1054,Q 1054,closure,s1557,Explains closure,,1,32,synth,,Create,Hard
SYNTH,mcq,1055,Q 1055,parity,s1216,Selected D,D,0,33,synth,miscon-parity,Remember,Easy
SYNTH,short_answer,1056,Q 1056,DFA,s1475,Explains DFA,,0,30,synth,miscon-DFA,Apply,Easy
SYNTH,mcq,1057,Q 1057,NFA,s0819,Selected B,B,1,19,synth,,Create,Medium
SYNTH,short_answer,1058,Q 1058,regex,s1230,Explains regex,,1,40,synth,,Understand,Easy
SYNTH,mcq,1059,Q 1059,pumping,s0279,Selected D,D,0,39,synth,miscon-pumping,Analyze,Medium
SYNTH,short_answer,1060,Q 1060,equivalence,s0473,Explains equivalence,,1,33,synth,,Understand,Medium
SYNTH,mcq,1061,Q 1061,subset,s0266,Selected B,B,1,33,synth,,Understand,Hard
SYNTH,short_answer,1062,Q 1062,closure,s1933,Explains closure,,1,29,synth,,Apply,Hard
SYNTH,mcq,1063,Q 1063,parity,s0820,Selected D,D,1,33,synth,,Understand,Hard
SYNTH,short_answer,1064,Q 1064,DFA,s0473,Explains DFA,,1,30,synth,,Analyze,Easy
SYNTH,mcq,1065,Q 1065,NFA,s1834,Selected B,B,1,26,synth,,Understand,Medium
SYNTH,short_answer,1066,Q 1066,regex,s1381,Explains regex,,1,18,synth,,Understand,Easy
SYNTH,mcq,1067,Q 1067,pumping,s0691,Selected D,D,1,41,synth,,Evaluate,Easy
SYNTH,short_answer,1068,Q 1068,equivalence,s0209,Explains equivalence,,1,22,synth,,Remember,Easy
SYNTH,mcq,1069,Q 1069,subset,s1659,Selected B,B,1,31,synth,,Understand,Hard
SYNTH,short_answer,1070,Q 1070,closure,s0966,Explains closure,,0,32,synth,miscon-closure,Create,Hard
SYNTH,mcq,1071,Q 1071,parity,s1464,Selected D,D,1,26,synth,,Remember,Easy
SYNTH,short_answer,1072,Q 1072,DFA,s1113,Explains DFA,,1,36,synth,,Create,Hard
SYNTH,mcq,1073,Q 1073,NFA,s0640,Selected B,B,0,28,synth,miscon-NFA,Understand,Hard
SYNTH,short_answer,1074,Q 1074,regex,s0426,Explains regex,,0,17,synth,miscon-regex,Apply,Easy
SYNTH,mcq,1075,Q 1075,pumping,s0419,Selected D,D,0,31,synth,miscon-pumping,Create,Medium
SYNTH,short_answer,1076,Q 1076,equivalence,s0023,Explains equivalence,,1,33,synth,,Apply,Easy
SYNTH,mcq,1077,Q 1077,subset,s0392,Selected B,B,1,22,synth,,Understand,Easy
SYNTH,short_answer,1078,Q 1078,closure,s1399,Explains closure,,0,33,synth,miscon-closure,Remember,Hard
SYNTH,mcq,1079,Q 1079,parity,s1284,Selected D,D,0,30,synth,miscon-parity,Evaluate,Hard
SYNTH,short_answer,1000,Q 1000,DFA,s0432,Explains DFA,,1,22,synth,,Evaluate,Medium
SYNTH,mcq,1001,Q 1001,NFA,s0752,Selected B,B,1,31,synth,,Analyze,Hard
SYNTH,short_answer,1002,Q 1002,regex,s1569,Explains regex,,1,31,synth,,Remember,Easy
SYNTH,mcq,1003,Q 1003,pumping,s0738,Selected D,D,0,39,synth,miscon-pumping,Create,Medium
SYNTH,short_answer,1004,Q 1004,equivalence,s1825,Explains equivalence,,0,42,synth,miscon-equivalence,Evaluate,Hard
SYNTH,mcq,1005,Q 1005,subset,s1889,Selected B,B,1,38,synth,,Remember,Medium
SYNTH,short_answer,1006,Q 1006,closure,s0952,Explains closure,,1,21,synth,,Understand,Medium
SYNTH,mcq,1007,Q 1007,parity,s0207,Selected D,D,1,34,synth,,Evaluate,Hard
SYNTH,short_answer,1008,Q 1008,DFA,s1641,Explains DFA,,0,42,synth,miscon-DFA,Create,Hard
SYNTH,mcq,1009,Q 1009,NFA,s1283,Selected B,B,1,18,synth,,Apply,Hard
SYNTH,short_answer,1010,Q 1010,regex,s1388,Explains regex,,1,30,synth,,Remember,Medium
SYNTH,mcq,1011,Q 1011,pumping,s1945,Selected D,D,1,14,synth,,Analyze,Hard
SYNTH,short_answer,1012,Q 1012,equivalence,s1350,Explains equivalence,,0,53,synth,miscon-equivalence,Analyze,Hard
SYNTH,mcq,1013,Q 1013,subset,s0034,Selected B,B,0,39,synth,miscon-subset,Create,Hard
SYNTH,short_answer,1014,Q 1014,closure,s0791,Explains closure,,1,30,synth,,Apply,Medium
SYNTH,mcq,1015,Q 1015,parity,s1729,Selected D,D,0,27,synth,miscon-parity,Create,Medium
SYNTH,short_answer,1016,Q 1016,DFA,s0630,Explains DFA,,1,22,synth,,Apply,Hard
SYNTH,mcq,1017,Q 1017,NFA,s1704,Selected B,B,0,36,synth,miscon-NFA,Create,Easy
SYNTH,short_answer,1018,Q 1018,regex,s0197,Explains regex,,1,42,synth,,Apply,Medium
SYNTH,mcq,1019,Q 1019,pumping,s1364,Selected D,D,0,33,synth,miscon-pumping,Create,Hard
SYNTH,short_answer,1020,Q 1020,equivalence,s1622,Explains equivalence,,1,25,synth,,Understand,Medium
SYNTH,mcq,1021,Q 1021,subset,s1272,Selected B,B,1,23,synth,,Create,Easy
SYNTH,short_answer,1022,Q 1022,closure,s0892,Explains closure,,1,22,synth,,Apply,Easy
SYNTH,mcq,1023,Q 1023,parity,s0662,Selected D,D,0,37,synth,miscon-parity,Understand,Hard
SYNTH,short_answer,1024,Q 1024,DFA,s0298,Explains DFA,,1,32,synth,,Create,Medium
SYNTH,mcq,1025,Q 1025,NFA,s0406,Selected B,B,0,39,synth,miscon-NFA,Create,Hard
SYNTH,short_answer,1026,Q 1026,regex,s0878,Explains regex,,1,21,synth,,Evaluate,Hard
SYNTH,mcq,1027,Q 1027,pumping,s0743,Selected D,D,0,54,synth,miscon-pumping,Evaluate,Easy
SYNTH,short_answer,1028,Q 1028,equivalence,s0539,Explains equivalence,,0,44,synth,miscon-equivalence,Create,Easy
SYNTH,mcq,1029,Q 1029,subset,s1078,Selected B,B,1,42,synth,,Evaluate,Easy
SYNTH,short_answer,1030,Q 1030,closure,s1302,Explains closure,,1,29,synth,,Evaluate,Easy
SYNTH,mcq,1031,Q 1031,parity,s0453,Selected D,D,1,27,synth,,Evaluate,Medium
SYNTH,short_answer,1032,Q 1032,DFA,s1257,Explains DFA,,0,43,synth,miscon-DFA,Evaluate,Medium
SYNTH,mcq,1033,Q 1033,NFA,s1872,Selected B,B,1,42,synth,,Create,Hard
SYNTH,short_answer,1034,Q 1034,regex,s1061,Explains regex,,1,47,synth,,Understand,Hard
SYNTH,mcq,1035,Q 1035,pumping,s0433,Selected D,D,0,36,synth,miscon-pumping,Remember,Hard
SYNTH,short_answer,1036,Q 1036,equivalence,s0763,Explains equivalence,,1,38,synth,,Remember,Easy
SYNTH,mcq,1037,Q 1037,subset,s0338,Selected B,B,1,36,synth,,Remember,Hard
SYNTH,short_answer,1038,Q 1038,closure,s1045,Explains closure,,1,31,synth,,Apply,Hard
SYNTH,mcq,1039,Q 1039,parity,s1689,Selected D,D,1,55,synth,,Create,Medium
SYNTH,short_answer,1040,Q 1040,DFA,s1975,Explains DFA,,1,28,synth,,Apply,Medium
SYNTH,mcq,1041,Q 1041,NFA,s1597,Selected B,B,1,27,synth,,Remember,Hard
SYNTH,short_answer,1042,Q 1042,regex,s1403,Explains regex,,1,35,synth,,Create,Easy
SYNTH,mcq,1043,Q 1043,pumping,s0262,Selected D,D,0,33,synth,miscon-pumping,Apply,Easy
SYNTH,short_answer,1044,Q 1044,equivalence,s0812,Explains equivalence,,1,36,synth,,Analyze,Medium
SYNTH,mcq,1045,Q 1045,subset,s1796,Selected B,B,0,36,synth,miscon-subset,Create,Hard
SYNTH,short_answer,1046,Q 1046,closure,s1074,Explains closure,,1,22,synth,,Analyze,Hard
SYNTH,mcq,1047,Q 1047,parity,s1375,Selected D,D,1,40,synth,,Remember,Medium
SYNTH,short_answer,1048,Q 1048,DFA,s1324,Explains DFA,,0,43,synth,miscon-DFA,Analyze,Easy
SYNTH,mcq,1049,Q 1049,NFA,s0610,Selected B,B,1,28,synth,,Analyze,Medium
SYNTH,short_answer,1050,Q 1050,regex,s0965,Explains regex,,1,41,synth,,Remember,Medium
SYNTH,mcq,1051,Q 1051,pumping,s1698,Selected D,D,1,28,synth,,Evaluate,Hard
SYNTH,short_answer,1052,Q 1052,equivalence,s1390,Explains equivalence,,0,38,synth,miscon-equivalence,Evaluate,Medium
SYNTH,mcq,1053,Q 1053,subset,s0506,Selected B,B,1,42,synth,,Understand,Hard
SYNTH,short_answer,1054,Q 1054,closure,s1196,Explains closure,,1,35,synth,,Apply,Hard
SYNTH,mcq,1055,Q 1055,parity,s1261,Selected D,D,1,32,synth,,Remember,Hard
SYNTH,short_answer,1056,Q 1056,DFA,s0002,Explains DFA,,0,36,synth,miscon-DFA,Understand,Hard
SYNTH,mcq,1057,Q 1057,NFA,s0686,Selected B,B,1,18,synth,,Understand,Medium
SYNTH,short_answer,1058,Q 1058,regex,s0301,Explains regex,,0,42,synth,miscon-regex,Analyze,Medium
SYNTH,mcq,1059,Q 1059,pumping,s0346,Selected D,D,1,19,synth,,Understand,Easy
SYNTH,short_answer,1060,Q 1060,equivalence,s0667,Explains equivalence,,1,26,synth,,Apply,Hard
SYNTH,mcq,1061,Q 1061,subset,s1556,Selected B,B,0,32,synth,miscon-subset,Analyze,Easy
SYNTH,short_answer,1062,Q 1062,closure,s1859,Explains closure,,1,18,synth,,Create,Medium
SYNTH,mcq,1063,Q 1063,parity,s0605,Selected D,D,1,20,synth,,Understand,Hard
SYNTH,short_answer,1064,Q 1064,DFA,s1386,Explains DFA,,0,44,synth,miscon-DFA,Analyze,Easy
SYNTH,mcq,1065,Q 1065,NFA,s1222,Selected B,B,1,28,synth,,Evaluate,Medium
SYNTH,short_answer,1066,Q 1066,regex,s1260,Explains regex,,1,17,synth,,Apply,Hard
SYNTH,mcq,1067,Q 1067,pumping,s0592,Selected D,D,0,36,synth,miscon-pumping,Remember,Easy
SYNTH,short_answer,1068,Q 1068,equivalence,s1140,Explains equivalence,,1,35,synth,,Evaluate,Medium
SYNTH,mcq,1069,Q 1069,subset,s0657,Selected B,B,1,8,synth,,Create,Medium
SYNTH,short_answer,1070,Q 1070,closure,s0850,Explains closure,,1,30,synth,,Apply,Medium
SYNTH,mcq,1071,Q 1071,parity,s1595,Selected D,D,0,21,synth,miscon-parity,Create,Hard
SYNTH,short_answer,1072,Q 1072,DFA,s0754,Explains DFA,,1,27,synth,,Understand,Easy
SYNTH,mcq,1073,Q 1073,NFA,s0963,Selected B,B,1,32,synth,,Remember,Hard
